supplier,recipient,ordered,designation_num,weapon_description,delivery_year,delivered_num,comments
" Spain
", South Korea, 4, A-330 MRTT, Tanker/transport ac, 2018, 1, 'KC-X' programme |  delivery planned 2018-2019
" Spain
", Thailand, , Lanza-LRR, Air search radar, , , 
" Spain
", UAE, 5, C-295, Transport aircraft, , , C-295W version
" Spain
", United States, 19, Mirage F-1M, FGA aircraft, 2018, 19, Second-hand (1 more delivered for spare parts) |  incl 1 Mirage F-1BM version |  for US company for training of US armed forces
" Sweden
", Philippines, 2, Giraffe AMB, Air search radar, , , For modernisation of 2 Hamilton OPV |  from US production line
" Sweden
", Brazil, 36, Gripen-E, FGA aircraft, , , SEK39 b ($5.8 b) 'F-X2' programme (offsets incl production of components and assembly in Brazil and technology transfers) |  Gripen-NG version |  incl 8 Gripen-F version |  Brazilian designation F-35E |  delivery planned 2019-2024
" Sweden
", Japan, 40, Stirling AIP, AIP engine, 2009-2018, 36, V4-275R version |  for 10 Soryu submarines produced in Japan |  assembled or produced in Japan
" Sweden
", Malaysia, 6, SAK-70 Mk-2 57mm, Naval gun, , , $57 m deal |  SAK-70 Mk-3 version |  for 6 Gowind frigates from France |  probably including assembly and/or production of components in Malaysia
" Sweden
", Norway, 103, CV-90, APC, 2014-2018, (103), Part of NOK6 b ($750 m) deal ((offsets 100% incl production of components in Norway |  part of NOK10 b programme) |  incl 88 to be fitted with turrets from old Norwegian CV-9030 IFV and 15 command post version |  delivery 2014-2018
" Sweden
", Pakistan, . ., RBS-70, Portable SAM, 1988-2018, (1475), Probably incl RBS-70 Mk-3 version |  produced in Pakistan
" Sweden
", South Korea, 18, CEROS-200, Fire control radar, 2008-2018, 18, For 18 Gumdoksuri (PKX or PKG-A) FAC produced in South Korea
" Sweden
", United States, (43), SAK-70 Mk-2 57mm, Naval gun, 2008-2018, (19), For 32 Freedom and Independence (LCS) frigates and 11 Legend (NSC) OPV produced in USA |  US designation Mk-110
" Sweden
", United States,, , SAK-70 Mk-2 57mm, (2017), , 
" Sweden
", Argentina, (150), RBS-70 Mk-3 Bolide, Portable SAM, 2018, (50), SEK378 m ($44 m) deal (incl some 30 RBS-70NG launchers) |  delivery planned 2018-2020
" Sweden
", Austria, 32, BvS-10, APC, 2018, (10), EUR85 m deal |  BvS-10 Mk-2B AUT version |  delivery planned 2018-2019
" Sweden
", Brazil, , RBS-70, Portable SAM, , , RBS-70NG version
" Sweden
", Canada, 24, CEROS-200, Fire control radar, 2014-2018, (24), For modernization of 12 Halifax (City) frigates
" Sweden
", Cote d'Ivoire, (9), MD5, Diesel engine, 2018, (9), For 9 Bastion APC from France
" Sweden
", Czechia, (80), RBS-70, Portable SAM, , , RBS-70 Mk-2 version |  for RBS-70NG SAM system |  delivery planned 2019
" Sweden
", Denmark, (309), DC13, Diesel engine, 2018, 25, For 309 Piranha-5 APC from Switzerland
" Sweden
", Finland, , AUV-62, AS/ASW torpedo, , , For Hamina FAC(M) |  delivery planned 2023-2025
" Sweden
", Germany, 2, Skeldar, UAV, , , For use on K-130 frigates |  delivery planned 2019
" Sweden
", Indonesia, (4), SAK-70 Mk-2 57mm, Naval gun, 2015, (3), SAK-70 Mk-3 version |  for 4 KCR-60 FAC produced in Indonesia
" Sweden
", Ireland, (25), RBS-70 Mk-3 Bolide, Portable SAM, , , 
" Sweden
", Kenya, 12, MD5, Diesel engine, 2018, (12), For 12 Bastion Patsas APC from France
" Sweden
", Lithuania, , RBS-70 Mk-3 Bolide, Portable SAM, , , 
" Sweden
", Mexico, 4, SAK-70 Mk-2 57mm, Naval gun, 2016-2017, 2, SAK-70 Mk-3 version |  for 4 Oaxaca OPV produced in Mexico
" Sweden
", Mexico,, 1, SAK-70 Mk-2 57mm, (2017), , 
" Sweden
", Pakistan, 4, Saab-2000, Transport aircraft, 2016-2018, 4, Second-hand
" Sweden
", Poland, (307), DI-12, Diesel engine (AV), 2014-2018, (215), For 307 AMV (Rosomak) APC and IFV from Finland
" Sweden
", South Africa, (264), DI-12, Diesel engine (AV), , , For 264 AMV APC/IFV from Finland
" Sweden
", Spain, (348), DC13, Diesel engine, , , For 348 Piranha-5 APC from Switzerland
" Sweden
", Switzerland, (4000), NLAW, Anti-tank missile, 2018, (1000), SEK1 b deal |  delivery planned 2018-2021
" Sweden
", Thailand, 2, CEROS-200, Fire control radar, 2018, 2, For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
" Sweden
", Thailand,, 1, Giraffe-4A, 2013, 2018, 1
" Sweden
", Thailand,, 1, Giraffe AMB, 2013, 2018, 1
" Sweden
", Thailand,, (2), CEROS-200, (2015), , 
" Sweden
", Thailand,, 1, Giraffe-4A, (2015), , 
" Sweden
", Thailand,, 1, Giraffe AMB, (2015), , 
" Sweden
", UAE, 2, Erieye SRSS, AEW&C/AGS system, , , Part of $1.3 b deal |  for modification of 2 Global-6000 transport aircraft from Canada to AEW&C/AGS aircraft
" Sweden
", UAE,, 2, Erieye SRSS, 2015, , 
" Sweden
", UAE,, 1, Erieye SRSS, 2017, , 
" Sweden
", United Kingdom, 4, Giraffe AMB, Air search radar, 2017-2018, (4), SEK610 m ($75 m) deal
" Sweden
", United States, (12), Giraffe AMB, Air search radar, 2010-2017, (6), Sea Giraffe AMB version for 12 Independence (LCS-2) frigates produced in USA |  US designation SPS-77
" Sweden
", United States,, 2, Giraffe AMB, 2017, , 
" Sweden
", United States,, (3141), BONUS-2, 2018, 2018, (500)
" Sweden
", United States,, 1, Giraffe AMB, 2018, , 
" Sweden
", Unknown recipient(s), , Giraffe-1X, Air search radar, , , 
" Sweden
", Unknown recipient(s),, , Giraffe AMB, 2018, , 
" Switzerland
", China, (400), GDF 35mm, AA gun, 1997-2018, (400), Produced in China |  probably GDF-2 version |  Chinese designation Type-90 and Type-99
" Switzerland
", China,, (200), Skyguard, (1995), 1997-2018, (200)
" Switzerland
", Romania, 227, Piranha-5, APC, 2018, (10), EUR895 m deal |  incl 181 assembled/produced in Romania
" Switzerland
", Spain, (348), Piranha-5, APC, , ," 'FSCT' or 'VCR' programme |  incl IFV, CP and reconnaissance version |  selected 2016 but not yet ordered by end-2018"
" Switzerland
", Argentina, 1, Skyguard, Fire control radar, 2018, 1, CHF3.5 m ($3.4 m) deal: Skyguard-3 version
" Switzerland
", Australia, 49, PC-21, Trainer aircraft, 2017-2018, (25), AUD1.2 b ($900 m) 'Air-5428' programme for 7 years lease |  owned and operated by civilian company for 'Pilot Training System' for training of Australian military
" Switzerland
", Brazil, (6), Fieldguard-3, Fire control radar, 2014-2018, (6), For use with Astros-2020 and Astros-2 Mk-3M MRL
" Switzerland
", Denmark, 309, Piranha-5, APC, 2018, (22)," DKK4.5 b ($650 m) deal |  incl command post, ambulance, ARV, AEV and mortar carrier versions |  delivery planned 2018-2023"
" Switzerland
", Denmark,, 36, Eagle, 2017, 2018, (18)
" Switzerland
", France, 17, PC-21, Trainer aircraft, 2018, 15, Owned and operated by civilian company for French armed forces training |  delivery 2018-2019
" Switzerland
", Indonesia, , Skyshield-35, AA gun system, , , EUR100+ m deal |  delivery planned from 2019
" Switzerland
", Ireland, 3, PC-12, Light transport ac, , , EUR32 m deal |  incl for reconnaissance |  PC-12NG version |  delivery planned 2019-2020
" Switzerland
", Jordan, 2, PC-21, Trainer aircraft, 2018, 2, 
" Switzerland
", Jordan,, 2, PC-21, 2017, 2018, 2
" Switzerland
", Kuwait, (10), Skyguard, Fire control radar, 2017-2018, (4), EUR390 m deal |  for use with Skyguard AD system |  recipient possibly other country |  delivery planned 2017-2020
" Switzerland
", Romania, 12, Piranha-3, APC, 2018, (12)," RON188 m ($45 m) deal |  command post, ambulance, ARV, NBC reconnaissance and mortar carrier versions"
" Switzerland
", Saudi Arabia, 5, GDM-008 35mm, CIWS, , , For 5 Avante-2200 frigates from Spain
" Switzerland
", Unknown recipient(s), 4, GDF 35mm, AA gun, , , GDF-009 version |  part of Skyguard air-defence system |  delivery planned by 2021
" Switzerland
", Unknown recipient(s),, , GDF 35mm, 2017, , 
" Switzerland
", Unknown recipient(s),, 2, Skyguard, 2017, , 
" Switzerland
", Unknown recipient(s),, , Skyguard, 2017, , 
" Switzerland
", Unknown supplier(s), 4, Fieldguard-3, Fire control radar, , , For 2 unidentified recipients |  for use with Astros-2020  MRL
" Switzerland
", Venezuela, 8, GDM-008 35mm, CIWS, 2009-2012, 7, For 4 POVZEE (Carib\u0233?) and 4 BVL (Guaicamacuto) OPV from Spain
" Turkey
", Malaysia, 89, Pars, APC, 2016-2018, (70), Part of MYR7.6 b ($2.5 b) deal |  AV8 version |  delivery planned 2016-2019/2020
" Turkey
", Malaysia,, 46, Pars IFV-25, 2011, 2014-2018, (46)
" Turkey
", Pakistan, 1, Moawin, Oiler, 2018, 1, $80 m deal |  produced in Pakistan |  Pakistani designation Moawin
" Turkey
", Pakistan,, 4, MilGem, 2018, , 
" Turkey
", UAE, (700), Rabdan, IFV, 2018, (50), Assembled/produced in UAE
" Turkey
", Azerbaijan, (25), SOM, ASM, 2018, (5), SOM-B1 version
" Turkey
", Burkina Faso, (60), Cobra, APV, 2018, (30), USD28.9 million deal |  delivery planned by 2019
" Turkey
", Malaysia, 122, Pars IFV-30, IFV, 2016-2018, (45), Part of MYR7.6 b ($2.5 b) deal |  AV8 version |  delivery planned 2017-2019/2020
" Turkey
", Oman, (27), Pars, APC, 2017-2018, (7), Part of $500 m deal |  Pars-3 version |  incl several versions |  delivery planned 2017-2020
" Turkey
", Oman,, (145), Pars IFV-25, 2015, 2018, (60)
" Turkey
", Pakistan, 16, ASELPOD, Aircraft EO system, 2018, (16), $25 m deal |  for JF-17 combat aircraft
" Turkey
", Pakistan,, 30, A-129C Mangusta, 2018, , 
" Turkey
", Qatar, 342, Ejder Yalcin, APC, 2017-2018, (72), 
" Turkey
", Qatar,, 35, Amazon, 2018, , 
" Turkey
", Qatar,, 6, Bayraktar-2, 2018, , 
" Turkey
", Qatar,, 4, MRTP-24, 2018, , 
" Turkey
", Qatar,, 4, MRTP-24, 2018, , 
" Turkey
", Qatar,, 50, Navigator, 2018, , 
" Turkey
", Qatar,, 214, NMS, 2018, , 
" Turkey
", Senegal, 25, Ejder Yalcin, APC, 2018, (25), 
" Turkey
", UAE, 10000, CIRIT, ASM, 2013-2018, (10000), AED720m ($196 m) deal
" Turkey
", Ukraine, 6, Bayraktar-2, UCAV, , , Bayraktar TB2 version |  selected 2018 but not yet ordered by end-2018
" Turkey
", Uzbekistan, 24, Ejder Yalcin, APC, 2018, 24, 
" UAE
", Lebanon, (1), SA-330 Puma, Helicopter, 2018, (1), Second-hand |  IAR-330SM version |  probably aid
" UAE
", Algeria, (5), Yabhon Flash-20, UAV, 2018, (2), Possibly assembled/produced in Algeria as Algeria-55
" UAE
", Algeria,, (5), Yabhon United-40, (2013), 2018, (2)
" UAE
", Egypt, (2500), Panthera T6, APV, 2014-2018, (1300), Incl assembly/production in Egypt |  incl for police
" UAE
", Algeria, (200), Nimr Armored, APV, 2014-2018, (200), Assembled in Algeria
" UAE
", Cameroon, (2), Panthera T6, APV, 2018, 2, 
" UAE
", Kenya, (8), AS-350/AS-550 Fennec, Light helicopter, 2018, 8, Second-hand |  aid |  AS-550C3 version
" UAE
", Kuwait, 2, ADSB 64m, Landing ship, 2017-2018, (2), Kuwaiti designation Safar
" UAE
", Nigeria, (90), Spartan, APC/APV, 2017, (40), 
" UAE
", Nigeria,, (87), Typhoon, (2016), 2017, (40)
" UAE
", Unknown recipient(s), (480), Cougar, APV, 2014-2018, (360), Designation uncertain |  recipient possibly Egypt
" UAE
", Yemen, (50), Nimr Armored, APV, 2017-2018, (50), Aid |  Nimr Ajban version
" UAE
", Yemen,, (25), MaxxPro, 2018, 2018, (25)
" Ukraine
", China, , DT-59, Gas turbine, 2013-2018, (32)," For 4 Type-052C (Luyang-2) and 19 Type-052D (Luyang-3) destroyers produced in China |  DA80/DN80 version produced in China as QC-280
"
" Ukraine
", China,, 4, Zubr/Pomornik, 2009, 2013-2017, (3)
" Ukraine
", China,, (24), DT-59, (2014), , 
" Ukraine
", Russia, 15, An-148, Transport aircraft, 2013-2018, (15), RUB18 b ($565 m] deal |  An-148-100E version |  produced in Russia |  delivery planned 2013-2017 but delivery delayed after Ukrainian 2014 ban on military exports to Russia (possibly all Ukrainian components delivered before ban and/or possibly  aircraft delivered 2015-2018 produced without Ukrainian consent with Ukrainian components replaced by Russian components)
" Ukraine
", Bangladesh, (7), AI-25, Turbofan, , , For 7 K-8W trainer/combat aircraft from China
" Ukraine
", China, (238), AI-222, Turbofan, 2013-2018, (82), $380m deal (incl some engines for use on aircraft for export) |  AI-222-25F version for L-15 trainer/combat aircraft produced in China
" Ukraine
", India, 16, DT-59, Gas turbine, , , For 4 Visakhapatnam (Project-15B) destroyers produced in India
" Ukraine
", India,, 8, DS-71, (2016), , 
" Ukraine
", India,, 8, DT-59, (2016), , 
" Ukraine
", Myanmar, (50), AI-25, Turbofan, 2011-2015, (18), For 50 K-8 trainer/combat aircraft from China |  possibly WS-11 version from Chinese production line
" Ukraine
", Pakistan, 110, 6TD, Diesel engine, 2014-2018, (90), $50 m deal |  for Al-Khalid (Type-90-2 or MBT-2000) tanks from China and Al-Khalid ABL produced in Pakistan |  incl spare engines
" Ukraine
", Pakistan,, 200, 6TD, 2016, , 
" Ukraine
", Qatar, , R-2, Anti-tank missile, 2017-2018, (700), For Ejder Yalcin APC from Turkey
" Ukraine
", Saudi Arabia, (6), An-132, Transport aircraft, , , Incl 4 for SAR and 2 for electronic warfare
" Ukraine
", Saudi Arabia,, , Grom-2, 2016, , 
" Ukraine
", Thailand, 2, BREM-84 Atlet, ARV, 2018, 2, Part of THB7.2 b ($240 m) deal for Oplot tanks |  BREM-T version
" Ukraine
", Thailand,, 49, T-84 Oplot, 2011, 2014-2018, 49
" Ukraine
", Viet Nam, 4, DT-59, Gas turbine, 2017-2018, 4, For 2 Gepard frigates from Russia
" United Kingdom
", Australia, 9, Global Combat Ship, Frigate, , , 'SEA-5000' or 'Future Frigate' programme |  delivery planned from late-2020s |  selected 2018 but not yet ordered by end-2018
" United Kingdom
", China, (500), Spey, Turbofan, 1998-2018, (500), Produced in China as WS-9 |  for JH-7 combat aircraft produced in China
" United Kingdom
", Greece, 2, Super Vita, FAC, , , EUR299 m deal |  delivery planned by 2019
" United Kingdom
", Italy, 8, Type-2093, MCM sonar, 2012-2018, (8), GBP100 m ($165 m) deal |  for modernization of 8 Gaeta MCM ships |  incl production of components in Italy
" United Kingdom
", Japan, (14), EH-101-400, Transport helicopter, 2006-2018, (11), $518 m 'MCH-X' programme |  13 assembled from kits |  incl 3 CH-101 transport version (for use in Antarctica) and 11 MCH-101 MCM version (with MCM system from USA)
" United Kingdom
", Japan,, 8, MT-30, (2018), , 
" United Kingdom
", Poland, 120, AS-90M turret, SPG turret, 2012-2018, (34), For 120 Krab self-propelled guns produced in Poland for delivery by 2024
" United Kingdom
", Sweden, (60), Raven ES-05, Combat ac radar, , , For 60 Gripen-E combat aircraft produced in Sweden (incl production of components in Sweden)
" United Kingdom
", Thailand, 1, BVT-90, OPV, , , TBH2.9 b ($80 m) deal |  Thai designation Krabi |  delivery planned 2019
" United Kingdom
", United States, (179), Air refuel system, Air refuel system, , , For 179 KC-46 tanker/transport aircraft produced in USA
" United Kingdom
", Australia, 2, Air refuel system, Air refuel system, 2017-2018, 2, For modification of 2 A330 transport aircraft to A330 MRTT tanker/transport aircraft
" United Kingdom
", Bahrain, 2, C-130J Hercules, Transport aircraft, 2018, (2), Second-hand |  Hercules C-5 version
" United Kingdom
", Bangladesh, 2, Seaspray, MP aircraft radar, , , Seaspray-5000E version |  for 2 Do-228 MP aircraft from Germany
" United Kingdom
", Bangladesh,, 2, C-130J Hercules, 2018, , 
" United Kingdom
", Brazil, . ., Air refuel system, Air refuel system, , , For KC-390 tanker/transport aircraft produced in Brazil
" United Kingdom
", Brazil,, 8, Seaspray, (2013), 2015-2017, (3)
" United Kingdom
", Brazil,, (36), Raven ES-05, 2015, , 
" United Kingdom
", Brazil,, 1, Ocean, 2018, 2018, 1
" United Kingdom
", Canada, 15, Global Combat Ship, Frigate, , , CAD37-60 b ($32-53 b) 'CSC' plan |  selected 2018 but not yet ordered by end-2018
" United Kingdom
", Chile, , CAMM, SAM, , , For modernized Type-23 frigates
" United Kingdom
", Colombia, 18, L-118 105mm, Towed gun, 2017-2018, (18), L-119 version |  possibly from US production line
" United Kingdom
", Finland, 28, G-115, Trainer aircraft, 2016-2018, (28), Second-hand |  EUR6.6 m deal |  G-115EA (Tutor T-1) version
" United Kingdom
", France, (15), Air refuel system, Air refuel system, 2017-2018, (3), For 15 A330 MRTT tanker/transport aircraft produced in France
" United Kingdom
", France,, (30), Trent-700, 2015, 2018, 2
" United Kingdom
", Germany, , Air refuel system, Air refuel system, 2018, (1), For A400M tanker/transport aircraft produced in Germany
" United Kingdom
", India, 145, UFH/M-777 155mm, Towed gun, 2018, (4), $736 m deal |  ordered via USA from US production line |  incl 120 assembled in India |  delivery probably 2018-2021
" United Kingdom
", Ireland, 1, PV-90, OPV, 2018, 1, 
" United Kingdom
", Italy, 2, MT-30, Gas turbine, , , For 1 LHD vessel produced in Italy
" United Kingdom
", Japan, 3, Air refuel system, Air refuel system, , , For 3 KC-767 (KC-46A) tanker/transport aircraft from USA
" United Kingdom
", Latvia, (20), Scimitar, Light tank, 2015-2018, (14), Second-hand |  part of GBP39 m deal |  delivery 2015-2020
" United Kingdom
", Latvia,, (103), Spartan, 2015, 2015-2018, (82)
" United Kingdom
", Morocco, 2, Seaspray, MP aircraft radar, 2018, 2, Seaspray-7300 version |  for modification of 2 King Air light transport aircraft (from USA) in France to MP aircraft
" United Kingdom
", New Zealand, . ., CAMM, SAM, , , For modernized MEKO-200 (Anzac) frigates
" United Kingdom
", Oman, 12, Typhoon Block-20, FGA aircraft, 2017-2018, 12, Part of GBP2.5 b ($4 b) deal |  Typhoon Block-30N (Tranche-3A) version
" United Kingdom
", Pakistan, 1, Sea King HAR-3, Transport helicopter, 2018, 1, Second-hand |  Sea king HAR-3A version
" United Kingdom
", Pakistan,, 2, Seaspray, (2016), 2018, (1)
" United Kingdom
", Pakistan,, 4, Sea King/Commando, 2017, 2017-2018, 4
" United Kingdom
", Philippines, 2, AW-159 Wildcat, ASW helicopter, , , PHP5.4 b deal |  delivery planned 2019
" United Kingdom
", Qatar, , Brimstone, ASM, , , For Typhoon combat aircraft
" United Kingdom
", Qatar,, , Meteor, 2017, , 
" United Kingdom
", Qatar,, , Paveway, 2017, , 
" United Kingdom
", Qatar,, 24, Typhoon Block-20, 2017, , 
" United Kingdom
", Qatar,, 9, Hawk-100, 2018, , 
" United Kingdom
", Saudi Arabia, . ., Meteor, BVRAAM, 2018, (20), EUR1 b deal |  for Typhoon combat aircraft
" United Kingdom
", Saudi Arabia,, (1000), Brimstone, (2015), 2016-2018, (700)
" United Kingdom
", Saudi Arabia,, 22, Hawk-100, 2015, , 
" United Kingdom
", Saudi Arabia,, 8, MT-30, 2017, , 
" United Kingdom
", Saudi Arabia,, (48), Typhoon Block-20, (2018), , 
" United Kingdom
", Singapore, 6, Air refuel system, Air refuel system, 2018, (2), For 6 A330 MRTT tanker/transport aircraft from Spain
" United Kingdom
", Singapore,, 12, Trent-700, 2014, 2018, (4)
" United Kingdom
", South Korea, 1, MT-30, Gas turbine, 2018, 1, For 1 FFX-2 (Daegu) frigate produced in South Korea
" United Kingdom
", South Korea,, (8), Trent-700, 2016, 2018, 2
" United Kingdom
", South Korea,, 3, MT-30, 2017, , 
" United Kingdom
", South Korea,, 4, MT-30, (2018), , 
" United Kingdom
", UAE, 2, AS-5, SIGINT system, 2018, 1, For 2 Global Express-6000 transport from Canada aircraft modified in UK to SIGINT aircraft before delivery
" United Kingdom
", UAE,, 2, Seaspray, 2015, , 
" United Kingdom
", UAE,, 1, Seaspray, 2017, , 
" United Kingdom
", United States, (54), MT-30, Gas turbine, 2008-2018, 12, For 15 Freedom (LCS-1) frigates produced in USA
" United Kingdom
", United States,, 6, MT-30, 2007, 2016, 1
" United Kingdom
", United States,, 18, UFH/M-777 155mm, 2018, , 
" United States
", Chile, 6, S-70/UH-60L, Helicopter, 2018, (6), $180 m deal |  S-70i or MH-60M version |  from Polish production line
" United States
", Montenegro, 3, Bell-412, Helicopter, 2018, 3, $37 m deal |  from Canadian production line |  incl 1 Bell-412EP and 2 Bell-412EPi version |  incl for civilian use
" United States
", Philippines, 4, OV-10 Bronco, Ground attack ac, , , Second-hand |  2 OV-10A and 2 OV-10G+ version |  probably aid |  delivery planned 2019
" United States
", Ukraine, (210), FGM-148 Javelin, Anti-tank missile, 2018, (210), Probably second-hand
" United States
", Australia, (72), F-35A Litening-2, FGA aircraft, 2014-2018, (10), AUD16 b ($13.5 b) 'Project Air-6000' (incl production of components in Australia)
" United States
", Australia,, 12, P-8A Poseidon, 2014, 2016-2018, (8)
" United States
", Australia,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Canada, 28, H-92 Superhawk, ASW helicopter, 2015-2018, (18), CAD5.7 b ($4.5 b) 'MHP' programme (incl CAD3.2 b for 24 year support and training |  offsets incl production of components and assembly in Canada) |  Canadian designation CH-148 Cyclone |  delivery planned 2015-2021
" United States
", Canada,, 500, TAPV, 2012, 2016-2018, (500)
" United States
", Denmark, 27, F-35A Litening-2, FGA aircraft, , , DKK16.4 b ($2.6 b) deal |  incl production of components in Denmark
" United States
", Egypt, 125, M-1A1 Abrams, Tank, 2015-2018, (125), 
" United States
", Egypt,, 4, Swiftships-93, 2016, 2017-2018, (4)
" United States
", Finland, 1, Dragon Shield, SIGINT system, 2018, 1, $100 m deal (incl production of components in Finland) |  for modification of 1 C295 transport aircraft to SIGINT aircraft
" United States
", Germany, (18), HELRAS, ASW sonar, , , For 18 NH-90 ASW helicopters produced in FRG
" United States
", India, 22, AH-64E Apache Guardian, Combat helicopter, , , $1.2-1.4 b deal (incl production of components in India |  part of $2.4 b deal)
" United States
", India,, (68), TPE-331, (2015), , 
" United States
", India,, 4, P-8A Poseidon, 2016, , 
" United States
", India,, (6), AH-64E Apache Guardian, (2017), , 
" United States
", Israel, 19, F-35A Litening-2, FGA aircraft, 2016-2018, (15), $2.7 b deal (incl production of components in Israel) |  F-35I version
" United States
", Israel,, (386), Namer, 2011, 2014-2018, (127)
" United States
", Israel,, 14, F-35A Litening-2, 2015, , 
" United States
", Israel,, 17, F-35A Litening-2, 2017, , 
" United States
", Italy, (18), LM-2500, Gas turbine, 2007-2018, 15," For 1 Cavour aircraft carrier, 2 Doria (Horizon) destroyers and 10 Bergamini (FREMM) frigates produced in Italy"
" United States
", Italy,, (92), T-700, (2003), 2011-2018, (70)
" United States
", Italy,, (60), F-35A Litening-2, (2006), 2015-2018, (10)
" United States
", Italy,, (30), F-35B Litening-2, (2006), 2018, (1)
" United States
", Italy,, (181), AGM-88E AARGM, 2009, 2017-2018, (30)
" United States
", Italy,, 16, CH-47F Chinook, 2009, 2014-2018, (16)
" United States
", Italy,, 2, G-550 AEW, 2012, 2016-2018, 2
" United States
", Italy,, 1, LM-2500, 2016, , 
" United States
", Japan, (80), S-70/UH-60L, Helicopter, 1998-2018, (40), $2.7 b deal |  UH-60JA version
" United States
", Japan,, (74), S-70B/SH-60B Seahawk, 1997, 2005-2018, (57)
" United States
", Japan,, (40), S-70/UH-60L, (2010), 2013-2018, (14)
" United States
", Japan,, 42, F-35A Litening-2, (2012), 2016-2018, (9)
" United States
", Japan,, (150), Bell-412, 2015, , 
" United States
", Japan,, 3, KC-46A Pegasus, 2017, , 
" United States
", Mexico, (1000), SandCat, APV, 2012-2018, (616), DN-XI version
" United States
", Netherlands, 37, F-35A Litening-2, FGA aircraft, 2012-2013, 2, Incl production of components in Netherlands and 29 from Italian production line |  delivery planned 2014-2023
" United States
", Norway, (52), F-35A Litening-2, FGA aircraft, 2015-2018, 16, NOK63 b deal ($11.2 b |  incl production of components in Norway) |  delivery planned 2015-2024
" United States
", Norway,, , RIM-162 ESSM Block-2, 2014, , 
" United States
", Poland, 4, Patriot PAC-3, SAM/ABM system, , , PLN16.6 b deal (incl production of components in poland |  part of 'Wisla' programme for medium-range SAM system |  part of 'Shield of Poland' programme) |  delivery planned 2019-2025
" United States
", Poland,, (4), S-70/UH-60L, (2018), , 
" United States
", South Korea, 4, RQ-4A Global Hawk, UAV, , , $657 m deal (incl production of components in South Korea) |  RQ-4B Block-30 version |  delivery planned 2019
" United States
", Spain, (325), RIM-162 ESSM, SAM, 2009-2018, (300), For De Bazan (F-100) frigates |  incl production of components in Spain (as part of NATO Sea Sparrow Consortium)
" United States
", Spain,, 19, RIM-162 ESSM, 2015, 2017-2018, (19)
" United States
", Sweden, (60), F414, Turbofan, , , For 60 Gripen-E combat aircraft produced in Sweden
" United States
", Turkey, (100), T-800, Turboshaft, 2016-2018, (72), $96 m deal |  CTS-800-4A version |  produced in Turkey |  for 50 A-129 (T-129) combat helicopters from Italy
" United States
", Turkey,, (100), F-35A Litening-2, (2014), 2018, 2
" United States
", Turkey,, 69, S-70/UH-60L, 2014, , 
" United States
", Turkey,, (18), T-800, 2017, , 
" United States
", United Kingdom, (138), F-35B Litening-2, FGA aircraft, 2012-2018, (17), 'FCJA' or 'JCA' programme |  incl production of components in UK
" United States
", United Kingdom,, 38, AH-64E Apache Guardian, 2016, , 
" United States
", United Kingdom,, 3, Mk-45-4 127mm, 2016, , 
" United States
", Afghanistan, 65, ScanEagle, UAV, 2016-2018, (65), $71 m deal
" United States
", Afghanistan,, 53, S-70/UH-60A, 2016, 2017-2018, (31)
" United States
", Afghanistan,, (55), ASV-150/M-1117, 2017, 2018, (55)
" United States
", Afghanistan,, 1682, HMMWV Up-Armoured, 2017, 2017-2018, (1682)
" United States
", Afghanistan,, 30, MD-500E, 2017, 2018, 9
" United States
", Afghanistan,, (250), Paveway, (2017), 2017-2018, (150)
" United States
", Afghanistan,, 106, S-70/UH-60A, 2017, , 
" United States
", Afghanistan,, (7), Cessna-208 Caravan, 2018, 2018, (2)
" United States
", Albania, 77, HMMWV Up-Armoured, APV, 2017-2018, (77), Second-hand |  aid
" United States
", Algeria, 3, G-550 ISR, AEW&C aircraft, , , $1.1 b deal |  delivery delayed due to technical problems
" United States
", Algeria,, (10), MaxxPro, (2017), 2018, (10)
" United States
", Argentina, (11), Bell-205/UH-1 Huey-2, Helicopter, 2010-2017, (6), Argentinian UH-1H rebuilt to Huey-2 |  assembled in Argentina (possibly incl production of components in Argentina)
" United States
", Argentina,, (15), TFE-731, (2009), 2012-2018, (14)
" United States
", Argentina,, (5), TFE-731, (2013), , 
" United States
", Argentina,, (12), PC-9, 2017, 2017-2018, 8
" United States
", Australia, 3, Mk-41, Naval SAM system, 2017-2018, 2, For 3 Hobart destroyers from Spain
" United States
", Australia,, 6, Caterpillar-3616, (2007), 2017-2018, 4
" United States
", Australia,, 6, LM-2500, (2007), 2017-2018, 4
" United States
", Australia,, (100), RIM-162 ESSM, (2007), 2017-2018, (100)
" United States
", Australia,, 3, Type-2150, (2007), 2017-2018, 2
" United States
", Australia,, 3, SPY-1F, 2008, 2017-2018, 2
" United States
", Australia,, 3, SPQ-9, 2009, 2017-2018, 2
" United States
", Australia,, 3, Mk-45-4 127mm, (2010), 2017-2018, 2
" United States
", Australia,, (20), AE-2100, 2012, 2015-2018, (20)
" United States
", Australia,, (4002), M-1156 PGK, (2013), 2016-2018, (4002)
" United States
", Australia,, (169), AIM-9X Sidewinder, (2014), 2018, (60)
" United States
", Australia,, (9), Mk-15 Phalanx, (2014), 2015-2018, (6)
" United States
", Australia,, 2, G-550 SIGINT, 2015, , 
" United States
", Australia,, (100), Mk-54 MAKO, (2015), 2016-2018, (64)
